circuit_id,circuit_type,scheme,poly_modulus_degree,coeff_mod_bits,scale_bits,base,multiplicative_depth,operations_count,rotation_count,vector_size,cpu_cores,cpu_freq_ghz,memory_gb,memory_bandwidth_gb_s,cache_mb,has_gpu,sum_coeff_bits,num_primes,runtime_s,memory_mb,final_noise_budget,success,security_bits
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",40,2,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.041993141174316406,6.0,61.33705675165494,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",40,2,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.039997100830078125,6.0,62.083852310830075,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",40,2,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.03999781608581543,6.0,61.875160750414786,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",40,3,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04100394248962402,6.0,61.08518009306722,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",40,3,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04099726676940918,6.0,61.66833857235827,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",40,3,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04093599319458008,6.0,62.297058952790735,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",40,5,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04099917411804199,6.0,61.44386620472856,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",40,5,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.04099225997924805,6.0,61.38681463702425,1,192
c1,dot,CKKS,16384,"[50, 40, 30, 60, 50, 20]",40,5,4,250,8,4096,8,3.2,16,25.0,16,0,250,6,0.0410003662109375,6.0,62.55148744158926,1,192
c1,dot,CKKS,16384,"[30, 50, 40, 50, 40, 50]",20,2,4,250,8,4096,32,2.6,128,80.0,64,0,260,6,0.04299473762512207,6.0,61.641684315308595,1,192
c1,dot,CKKS,16384,"[30, 50, 40, 50, 40, 50]",20,2,4,250,8,4096,32,2.6,128,80.0,64,0,260,6,0.04123353958129883,6.0,61.52394580650748,1,192
c1,dot,CKKS,16384,"[30, 50, 40, 50, 40, 50]",20,2,4,250,8,4096,32,2.6,128,80.0,64,0,260,6,0.04168581962585449,6.0,61.78731178927968,1,192
c1,dot,CKKS,16384,"[30, 50, 40, 50, 40, 50]",20,3,4,250,8,4096,32,2.6,128,80.0,64,0,260,6,0.04166889190673828,6.0,61.783217960908715,1,192
